Представление,Основной контакт,ЭДО,Основные сведения
"АО""АВТОЦЕНТОР КрасГАЗсервис"" (НЕ ИСПОЛЬЗОВАТЬ)",,1,"Акционерное общесво ""АВТОЦЕНТОР КрасГАЗсервис""
ИНН 2465029422
КПП 246501001
ОГРН 1022402484268
256-03-60, 290-30-40
г. Красноярск ул. Мечникова 50
660077, Красноярский край, Красноярск г, Авиаторов ул, дом № 31
Пузырёв Сергей"
АПГ ООО,Зайцев Игорь Викторович,1,"ООО ""АПГ""
ИНН 7814292436
КПП 781401001
ОГРН 1157847356480
gs.0@yandex.ru
(911) 720-57-71 
197373, Санкт-Петербург г, пр-кт Авиаконструкторов, дом 16, корпус 2, квартира 52
197373, Санкт-Петербург г, пр-кт Авиаконструкторов, дом 16, корпус 2, квартира 52
Зайцев Игорь Викторович
Клешнина Ольга Васильевна"
АПЕКС ГРУПП ООО,Диденко Александр Сергеевич,,"ООО ""АПЕКС ГРУПП""
ИНН 5404315245
КПП 540401001
ОГРН 1225400052921
630079, Новосибирская область, г.о. Город Новосибирск, г Новосибирск, ул Станиславского, дом 34, этаж ЦОКОЛЬ, офис 3
630079, Новосибирская область, г.о. Город Новосибирск, г Новосибирск, ул Станиславского, дом 34, этаж ЦОКОЛЬ, офис 3
Диденко Александр Сергеевич
Калинин Дмитрий Владимирович"
АПП ООО,,,"ООО ""АПП""
ИНН 3443115447
КПП 344301001
ОГРН 1123443002396
400137, Волгоградская обл, Волгоград г, 30-Летия Победы б-р, дом № 11Д, офис 2.14.2
400137, Волгоградская обл, Волгоград г, 30-Летия Победы б-р, дом № 11Д, офис 2.14.2"
АПРОМ ООО,Власюк Владислав Викторович,1,"ООО ""АПРОМ""
ИНН 7704413600
КПП 770401001
ОГРН 1177746487313
info@tdkf.ru
89267660449
119048, город Москва, ул. Хамовнический Вал, дом 36, помещение 11Н, комната 4
119048, город Москва, ул. Хамовнический Вал, дом 36, помещение 11Н, комната 4
Власюк Владислав Викторович
Прыткина Анна Николаевна"
АПРОФПК ООО,Галеев Михаил Анатольевич,,"ООО ""АПРОФПК""
ИНН 6686130724
КПП 667001001
ОГРН 1216600004422
89222614428
620000, Свердловская область, г.о. Город Екатеринбург, г Екатеринбург, ул Мамина-Сибиряка, строение 101, офис 2.02
620000, Свердловская область, г.о. Город Екатеринбург, г Екатеринбург, ул Мамина-Сибиряка, строение 101, офис 2.02
Галеев Михаил Анатольевич
Клешнина Ольга Васильевна"
Апухтин Александр Васильевич (физ.лицо),,1,"Апухтин Александр Васильевич
Документ 9823 075265
Новосибирская обл. г. Новосибирск, ул. Степная, д. 34, кв. 109
+7 913 987 37 60
Новосибирская обл. г. Новосибирск, ул. Степная, д. 34, кв. 109
Новосибирская обл. г. Новосибирск, ул. Степная, д. 34, кв. 109
Котляров Станислав"
АПЭЛ ООО,Радионов Сергей Александрович,1,"ООО ""АПЭЛ""
ИНН 6322025498
КПП 632401001
ОГРН 1026301991836
office@apel.ru
8 (8482) 22-48-95
445041, Самарская обл, Тольятти г, Железнодорожная ул, дом 11, офис 70
445041, Самарская обл, Тольятти г, Железнодорожная ул, дом 11, офис 70
Радионов Сергей Александрович
Клешнина Ольга Васильевна"
АРБИ ООО,Серов Тимофей Александрович,1,"ООО ""АРБИ""
ИНН 2466164311
КПП 246601001
ОГРН 1152468037590
660049, Красноярский край, Красноярск г, Парижской Коммуны ул, дом 2А
660049, Красноярский край, Красноярск г, Парижской Коммуны ул, дом 2А


Серов Тимофей Александрович
Яковлева Екатерина Ивановна"
АРБИТРАЖНЫЙ СУД КРАСНОЯРСКОГО КРАЯ,Касьянова Лариса Анатольевна,1,"АРБИТРАЖНЫЙ СУД КРАСНОЯРСКОГО КРАЯ
ИНН 2466012686
КПП 246601001
ОГРН 1032402948885
660049, Красноярский край, Красноярск г, Ленина ул, дом № 1
660049, Красноярский край, Красноярск г, Ленина ул, дом № 1


Касьянова Лариса Анатольевна
Администратор"
АРДЕН-СЕРВИС ООО,Латышев Евгений Викторович,1,"ООО ""АРДЕН-СЕРВИС""
ИНН 2511067961
КПП 251101001
ОГРН 1092511004838
robot@ardenn.ru
692515, Приморский край, г Уссурийск, ул Новоникольское Шоссе, дом 2, корпус В, кабинет 1
692515, Приморский край, г Уссурийск, ул Новоникольское Шоссе, дом 2, корпус В, кабинет 1
Латышев Евгений Викторович
Дубинина Светлана Валерьевна"
АРИВА ООО,Алексеев Иван Геннадьевич,1,"ООО ""АРИВА""
ИНН 2123011246
КПП 211601001
ОГРН 1092134000595
429500, Чувашская Республика - Чувашия, р-н Чебоксарский, п Кугеси, ул. Шоссейная, дом 27А
429500, Чувашская Республика - Чувашия, р-н Чебоксарский, п Кугеси, ул. Шоссейная, дом 27А
Алексеев Иван Геннадьевич
Прыткина Анна Николаевна"
АРКЕНСТОН ООО,Клюшин Дмитрий Игоревич,1,"ООО ""АРКЕНСТОН""
ИНН 7447270137
КПП 744701001
ОГРН 1177456011226
+7(919)3223334
454084, г. Челябинск, ул. Кирова, д. 7А, оф. 503
454084, Челябинская обл, Челябинск г, Кирова ул, дом № 7А, офис 36


Клюшин Дмитрий Игоревич
Администратор"
АРКТИК МОТОРС ООО,,,"ООО ""АРКТИК МОТОРС""
ИНН 1435301397
КПП 143501001
ОГРН 1151447011033
ОКПО 15276162
am_ykt@mail.ru
677008, Республика Саха (Якутия), г.о. Город Якутск, г Якутск, пер Базовый, дом 67/1
8 914-271-71-91
677008, Республика Саха (Якутия), г.о. Город Якутск, г Якутск, пер Базовый, дом 67/1
677008, Республика Саха (Якутия), г.о. Город Якутск, г Якутск, пер Базовый, дом 67/1
СБХ 254
Санарова Юлия"
АРКТИК СПГ 2 ООО,Карпушин Олег Вячеславович,1,"ООО ""АРКТИК СПГ 2""
ИНН 8904075357
КПП 890401001
ОГРН 1148904001278
629309, Ямало-Ненецкий ао, г. Новый Уренгой, мкр Славянский, дом 9, кабинет 117
629309, Ямало-Ненецкий ао, г. Новый Уренгой, мкр Славянский, дом 9, кабинет 117
Карпушин Олег Вячеславович
Администратор"
АРМАДИЛЛО БИЗНЕС ПОСЫЛКА АО,Воинов Николай Юрьевич,,"АО ""АРМАДИЛЛО БИЗНЕС ПОСЫЛКА""
ИНН 7713215523
КПП 771601001
ОГРН 1027739074142
129226, Москва г, Докукина ул, дом № 16, корпус 1


Воинов Николай Юрьевич
Администратор"
АРМАСЕТИ ИМПОРТ ООО,Бухтияров Руслан Сергеевич,1,"ООО ""АРМАСЕТИ ИМПОРТ""
ИНН 7725363283
КПП 540401001
ОГРН 1177746283978
630032, Новосибирская Область, г.о. Город Новосибирск, г Новосибирск, ул Станционная, дом 2А, офис 408
630032, Новосибирская Область, г.о. Город Новосибирск, г Новосибирск, ул Станционная, дом 2А, офис 408
Бухтияров Руслан Сергеевич
Прыткина Анна Николаевна"
АРНИКА-ПРОМ-СЕРВИС ООО,,,"ООО ""АРНИКА-ПРОМ-СЕРВИС""
ИНН 3801069539
КПП 385101001
ОГРН 1033800547978
ОКПО 71780869
665808 г. Ангарск, а/я 1848
+7(3955)59-12-12
665453 г. Усолье-Сибирское, ул.Крупской, 48А
Носкова Наталья Владимировна"
АРПИ СИБИРЬ АО,,,"АО ""АРПИ ""СИБИРЬ""
ИНН 5403015633
КПП 540301001
ОГРН 1165476087259
630048, Новосибирская область, г. Новосибирск, ул. Немировича-Данченко, дом 104, КАБИНЕТ 200.1
630048, Новосибирская область, г. Новосибирск, ул. Немировича-Данченко, дом 104, КАБИНЕТ 200.1
630048, Новосибирская область, г. Новосибирск, ул. Немировича-Данченко, дом 104, КАБИНЕТ 200.1
Тюрина Ирина Александровна"
